horizon_s,chainlink_vol,binance_vol,ratio
1,0.09978206056351605,0.12183927766623309,0.8189646432151325
2,0.11267974219131259,0.1267464476155388,0.889016965060079
5,0.1245981520291134,0.13220204148282128,0.9424828136659603
10,0.13678985547110498,0.138440062765067,0.9880799873894709
30,0.14963142829899825,0.1463020026142112,1.0227572119676758
60,0.1506675817121604,0.15387807355546945,0.9791361318144411
120,0.14718011481226242,0.14955435367716763,0.9841245754033326
300,0.14257629932308868,0.1464704839812534,0.9734131781891079
